Summary Level,State code,County Code,Place code,Place Type,Census Tract ,Description of area,Total Population,Total Population: Hispanic or Latino,"Total Population: White alone, not Hispanic or Latino","Total Population: Black or African American alone, not Hispanic or Latino","Total Population: American Indian and Alaska Native alone, not Hispanic or Latino","Total Population: Asian alone, not Hispanic or Latino","Total Population: Native Hawaiian and Other Pacific Islander alone, not Hispanic or Latino","Total Population: Some Other Race alone, not Hispanic or Latino","Total Population: Two or More Races, not Hispanic or Latino",Total Housing Units,Occupied Housing Units,Vacant Housing Units
155,06,071,02364,C1,,Apple Valley town,69135,20156,38374,5967,363,1934,265,124,1952,26117,23598,2519
155,06,071,03512,U1,,Baker CDP,735,502,195,1,3,10,14,4,6,303,215,88
155,06,071,04030,C1,,Barstow city,22639,9700,7746,3132,260,659,249,24,869,9555,8085,1470
155,06,071,06406,U1,,Big Bear City CDP,12304,2323,9322,72,125,98,17,18,329,12226,5011,7215
155,06,071,06434,C1,,Big Bear Lake city,5019,1076,3677,21,37,72,10,9,117,9705,2187,7518
155,06,071,06635,U1,,Big River CDP,1327,160,1055,13,45,2,0,0,52,1064,640,424
155,06,071,07064,U1,,Bloomington CDP,23851,19326,3369,555,70,283,39,27,182,5745,5428,317
155,06,071,07172,U1,,Bluewater CDP,172,11,154,2,1,0,1,0,3,592,112,480
155,06,071,13210,C1,,Chino city,77983,41993,21659,4529,256,7932,112,210,1292,21797,20772,1025
155,06,071,13214,C1,,Chino Hills city,74799,21802,25017,3225,143,22351,99,180,1982,23617,22941,676
155,06,071,14890,C1,,Colton city,52154,37039,6803,4648,126,2430,136,100,872,16350,14971,1379
155,06,071,17162,U1,,Crestline CDP,10770,1775,8297,91,102,91,13,16,385,7333,4360,2973
155,06,071,24680,C1,,Fontana city,196069,130957,30279,18157,454,12456,474,338,2954,51857,49116,2741
155,06,071,25114,M2,,Fort Irwin CDP,8845,2261,4567,1008,67,379,110,30,423,2487,2371,116
155,06,071,30658,C1,,Grand Terrace city,12040,4708,5582,641,42,739,21,35,272,4649,4403,246
155,06,071,33434,C1,,Hesperia city,90173,44091,37027,4853,412,1704,205,164,1717,29004,26431,2573
155,06,071,33588,C1,,Highland city,53104,25556,16347,5584,233,3812,159,70,1343,16578,15471,1107
155,06,071,34392,U2,,Homestead Valley CDP,3032,517,2328,30,32,30,9,4,82,2198,1389,809
155,06,071,37554,U1,,Joshua Tree CDP,7414,1308,5481,212,46,97,13,8,249,3808,3088,720
155,06,071,39444,U1,,Lake Arrowhead CDP,12424,2709,9069,90,58,137,28,16,317,11875,4672,7203
155,06,071,41194,U1,,Lenwood CDP,3543,1675,1473,204,42,32,24,2,91,1282,1133,149
155,06,071,42370,C1,,Loma Linda city,23261,5171,8600,1932,52,6509,139,68,790,9649,8764,885
155,06,071,44420,U1,,Lucerne Valley CDP,5811,1447,3880,163,68,89,0,2,162,2949,2176,773
155,06,071,44644,U1,,Lytle Creek CDP,701,98,554,6,2,23,0,0,18,448,336,112
155,06,071,46884,U1,,Mentone CDP,8720,3085,4568,405,52,337,26,25,222,3273,3026,247
155,06,071,48788,C1,,Montclair city,36664,25744,5293,1702,93,3275,60,63,434,9911,9523,388
155,06,071,49348,U1,,Morongo Valley CDP,3552,531,2809,37,50,31,4,5,85,2004,1602,402
155,06,071,49684,U1,,Mountain View Acres CDP,3130,1647,1084,207,18,92,17,4,61,989,906,83
155,06,071,50132,U1,,Muscoy CDP,10644,8824,1174,397,27,80,14,22,106,2443,2231,212
155,06,071,50734,C1,,Needles city,4844,1083,3169,90,296,34,6,1,165,2895,1918,977
155,06,071,52715,U1,,Oak Glen CDP,638,123,437,49,12,2,1,2,12,214,190,24
155,06,071,52760,U1,,Oak Hills CDP,8879,2719,5475,243,62,217,24,17,122,2976,2710,266
155,06,071,53896,C1,,Ontario city,163924,113085,29898,9598,361,8078,448,386,2070,47449,44931,2518
155,06,071,56826,U1,,Phelan CDP,14304,4128,9060,250,70,425,13,27,331,5148,4581,567
155,06,071,57302,U1,,Piñon Hills CDP,7272,1738,5113,54,28,186,4,9,140,2996,2566,430
155,06,071,59451,C1,,Rancho Cucamonga city,165269,57688,70572,14486,409,16741,383,400,4590,56618,54383,2235
155,06,071,59962,C1,,Redlands city,68747,20810,37103,3326,236,5100,201,138,1833,26634,24764,1870
155,06,071,60466,C1,,Rialto city,99171,67038,12475,15457,237,2037,313,186,1428,27203,25202,2001
155,06,071,63316,U1,,Running Springs CDP,4862,695,3882,19,32,48,5,10,171,3729,1944,1785
155,06,071,64462,U1,,San Antonio Heights CDP,3371,612,2335,58,6,278,14,13,55,1239,1198,41
155,06,071,65000,C1,,San Bernardino city,209924,125994,39977,29897,867,8027,704,361,4097,65401,59283,6118
155,06,071,70728,U1,,Searles Valley CDP,1739,293,1257,62,44,16,6,1,60,961,722,239
155,06,071,71964,U2,,Silver Lakes CDP,5623,907,4040,306,29,194,14,7,126,2754,2238,516
155,06,071,73700,U2,,Spring Valley Lake CDP,8220,1528,5600,390,34,363,23,20,262,3478,3072,406
155,06,071,80994,C1,,Twentynine Palms city,25048,5212,15229,1921,240,938,322,37,1149,9431,8095,1336
155,06,071,81344,C1,,Upland city,73732,28035,32564,5031,184,6057,134,149,1578,27355,25823,1532
155,06,071,82590,C1,,Victorville city,115903,55359,32804,18579,754,4341,390,283,3393,36655,32558,4097
155,06,071,86594,U1,,Wrightwood CDP,4525,538,3772,31,24,47,7,4,102,2686,1857,829
155,06,071,87042,C1,,Yucaipa city,51367,13943,33866,736,242,1358,62,86,1074,19642,18231,1411
155,06,071,87056,C1,,Yucca Valley town,20700,3679,15258,601,151,450,33,31,497,9558,8274,1284
050,06,073,,,,San Diego County,3095313,991348,1500047,146600,14098,328058,13504,6715,94943,1164786,1086865,77921
140,06,073,,,000100,Census Tract 1,3029,239,2614,26,15,73,2,1,59,1397,1333,64
140,06,073,,,000201,Census Tract 2.01,1801,182,1459,28,9,79,0,1,43,1047,992,55
140,06,073,,,000202,Census Tract 2.02,4208,583,3182,101,11,194,4,12,121,2413,2245,168
140,06,073,,,000300,Census Tract 3,4732,687,3457,110,13,298,17,10,140,3136,2871,265
140,06,073,,,000400,Census Tract 4,3669,572,2444,151,14,353,12,12,111,2288,2140,148
140,06,073,,,000500,Census Tract 5,2722,394,2027,71,11,123,7,9,80,1726,1631,95
140,06,073,,,000600,Census Tract 6,3108,509,2154,111,14,205,5,6,104,1984,1862,122
140,06,073,,,000700,Census Tract 7,3754,587,2723,101,13,204,9,9,108,2479,2344,135
140,06,073,,,000800,Census Tract 8,4280,903,2643,313,18,216,19,20,148,2663,2486,177
140,06,073,,,000900,Census Tract 9,5178,1534,2681,399,22,324,28,6,184,3141,2972,169
140,06,073,,,001000,Census Tract 10,4733,1229,2683,338,12,251,17,24,179,2662,2548,114
140,06,073,,,001100,Census Tract 11,3098,826,1731,256,14,134,13,11,113,1797,1688,109
140,06,073,,,001200,Census Tract 12,5660,1899,2399,728,27,321,26,24,236,3090,2904,186
140,06,073,,,001300,Census Tract 13,6197,1929,2708,763,20,470,28,25,254,3483,3302,181
140,06,073,,,001400,Census Tract 14,3084,702,1950,136,15,172,8,7,94,1694,1594,100
140,06,073,,,001500,Census Tract 15,3934,1229,2090,261,22,196,5,8,123,1976,1890,86
140,06,073,,,001600,Census Tract 16,5651,3051,1387,703,17,299,18,18,158,2399,2237,162
140,06,073,,,001700,Census Tract 17,4772,2018,1840,484,40,209,20,13,148,2346,2191,155
140,06,073,,,001800,Census Tract 18,5319,2130,2069,671,16,213,20,10,190,2763,2561,202
140,06,073,,,001900,Census Tract 19,2939,489,2177,85,10,93,5,6,74,1522,1456,66
140,06,073,,,002001,Census Tract 20.01,3354,328,2764,54,9,108,5,4,82,1662,1596,66
140,06,073,,,002002,Census Tract 20.02,2559,427,1800,145,4,111,4,1,67,1196,1126,70
140,06,073,,,002100,Census Tract 21,5259,1928,2065,613,20,422,23,18,170,2558,2392,166
140,06,073,,,002201,Census Tract 22.01,3796,2330,304,670,5,401,11,10,65,1286,1208,78
140,06,073,,,002202,Census Tract 22.02,4859,2975,394,325,13,1069,7,6,70,1718,1635,83
140,06,073,,,002301,Census Tract 23.01,2821,1053,587,357,5,704,10,4,101,1235,1143,92
140,06,073,,,002302,Census Tract 23.02,6589,3781,423,668,16,1577,10,14,100,2172,2055,117
140,06,073,,,002401,Census Tract 24.01,4573,2769,800,498,18,345,22,11,110,1707,1593,114
140,06,073,,,002402,Census Tract 24.02,5254,3610,336,487,9,694,15,5,98,1556,1474,82
140,06,073,,,002501,Census Tract 25.01,5504,3407,641,484,8,816,27,15,106,1608,1513,95
140,06,073,,,002502,Census Tract 25.02,6264,3165,1455,712,29,694,37,12,160,2065,1972,93
140,06,073,,,002601,Census Tract 26.01,6148,4357,373,254,9,1070,10,5,70,1687,1582,105
140,06,073,,,002602,Census Tract 26.02,4450,2784,399,452,11,704,13,7,80,1215,1124,91
140,06,073,,,002702,Census Tract 27.02,5180,1535,1785,945,25,670,19,29,172,2073,1968,105
140,06,073,,,002703,Census Tract 27.03,6900,2780,1879,881,20,1062,26,6,246,2393,2278,115
140,06,073,,,002705,Census Tract 27.05,4300,1233,701,561,4,1666,8,13,114,1316,1280,36
140,06,073,,,002707,Census Tract 27.07,5369,3132,243,781,11,1098,13,28,63,1599,1491,108
140,06,073,,,002708,Census Tract 27.08,5689,3048,455,844,7,1180,14,28,113,2060,1872,188
140,06,073,,,002709,Census Tract 27.09,3945,2074,385,726,18,642,12,5,83,1143,1075,68
140,06,073,,,002710,Census Tract 27.10,4228,1613,330,980,13,1189,2,5,96,1201,1128,73
140,06,073,,,002711,Census Tract 27.11,3200,1150,772,478,11,600,54,1,134,920,884,36
140,06,073,,,002712,Census Tract 27.12,4652,1558,798,1419,6,715,23,9,124,1800,1687,113
140,06,073,,,002801,Census Tract 28.01,3068,452,2007,103,6,343,7,3,147,1160,1066,94
140,06,073,,,002803,Census Tract 28.03,5370,1296,2443,567,18,848,15,8,175,2732,2522,210
140,06,073,,,002804,Census Tract 28.04,4638,779,3067,203,11,396,4,11,167,1527,1467,60
140,06,073,,,002902,Census Tract 29.02,5272,1255,2823,464,24,491,17,26,172,2424,2229,195
140,06,073,,,002903,Census Tract 29.03,3717,1356,1499,339,11,361,25,10,116,1402,1284,118
140,06,073,,,002904,Census Tract 29.04,7316,1268,4284,432,14,976,22,21,299,2251,2122,129
140,06,073,,,002905,Census Tract 29.05,4022,928,2090,424,14,370,20,10,166,1740,1636,104
140,06,073,,,003001,Census Tract 30.01,4226,1907,273,1666,8,221,30,9,112,1243,1186,57
140,06,073,,,003003,Census Tract 30.03,5062,2273,1273,959,38,261,32,15,211,1590,1533,57
140,06,073,,,003004,Census Tract 30.04,4940,3494,326,782,6,179,44,2,107,1376,1284,92
140,06,073,,,003101,Census Tract 31.01,3785,1677,212,1631,11,135,41,1,77,1093,1043,50
140,06,073,,,003103,Census Tract 31.03,6256,2670,501,2135,5,715,41,16,173,1666,1596,70
140,06,073,,,003105,Census Tract 31.05,4167,2678,545,469,15,292,57,9,102,1063,1018,45
140,06,073,,,003107,Census Tract 31.07,5992,2322,794,1119,34,1341,103,2,277,1615,1554,61
140,06,073,,,003108,Census Tract 31.08,3520,1938,816,286,10,298,33,14,125,980,947,33
140,06,073,,,003109,Census Tract 31.09,3358,336,193,241,5,2465,20,6,92,819,810,9
140,06,073,,,003111,Census Tract 31.11,6183,3103,239,1329,7,1202,109,10,184,1739,1608,131
140,06,073,,,003112,Census Tract 31.12,4574,1909,337,1091,5,1007,71,4,150,1268,1201,67
140,06,073,,,003113,Census Tract 31.13,5043,1028,289,856,3,2629,73,8,157,1283,1249,34
140,06,073,,,003114,Census Tract 31.14,3341,494,129,591,1,1994,13,0,119,805,783,22
140,06,073,,,003115,Census Tract 31.15,6454,2048,524,847,10,2726,82,10,207,1780,1716,64
140,06,073,,,003201,Census Tract 32.01,4932,1472,983,592,15,1507,97,15,251,1493,1446,47
140,06,073,,,003202,Census Tract 32.02,4551,3045,668,250,5,449,40,4,90,1334,1278,56
140,06,073,,,003204,Census Tract 32.04,3453,1779,1071,96,18,396,15,4,74,1088,1041,47
140,06,073,,,003207,Census Tract 32.07,5890,2627,2083,298,25,619,41,19,178,2173,2110,63
140,06,073,,,003208,Census Tract 32.08,6619,2111,683,1105,7,2369,62,15,267,2269,2173,96
140,06,073,,,003209,Census Tract 32.09,5385,1442,492,860,9,2228,40,11,303,1768,1693,75
140,06,073,,,003211,Census Tract 32.11,3165,1645,501,191,8,699,37,3,81,894,867,27
140,06,073,,,003212,Census Tract 32.12,4053,1819,639,441,4,924,66,7,153,1102,1059,43
140,06,073,,,003213,Census Tract 32.13,4193,874,328,516,5,2251,57,14,148,1075,1042,33
140,06,073,,,003214,Census Tract 32.14,4610,1520,716,984,2,1120,43,11,214,1507,1431,76
140,06,073,,,003301,Census Tract 33.01,3337,2207,64,888,1,112,19,1,45,946,878,68
140,06,073,,,003303,Census Tract 33.03,4193,2977,175,614,7,314,19,9,78,1184,1076,108
140,06,073,,,003304,Census Tract 33.04,3563,2339,174,481,4,494,17,5,49,1010,943,67
140,06,073,,,003305,Census Tract 33.05,5738,3234,125,1755,2,383,123,7,109,1592,1520,72
140,06,073,,,003401,Census Tract 34.01,6065,2406,1075,1509,16,852,29,11,167,2079,2002,77
140,06,073,,,003403,Census Tract 34.03,4283,3223,150,482,9,333,22,1,63,1115,1036,79
140,06,073,,,003404,Census Tract 34.04,4634,2883,129,770,4,723,40,3,82,1141,1066,75
140,06,073,,,003501,Census Tract 35.01,4255,3589,110,435,7,60,9,8,37,1101,1011,90
140,06,073,,,003502,Census Tract 35.02,4946,4154,104,583,11,24,6,8,56,1284,1195,89
140,06,073,,,003601,Census Tract 36.01,3250,2912,95,179,0,41,7,0,16,785,749,36
140,06,073,,,003602,Census Tract 36.02,3079,2599,94,271,7,74,9,5,20,726,691,35
140,06,073,,,003603,Census Tract 36.03,4228,3727,135,181,5,124,9,4,43,1087,1010,77
140,06,073,,,003800,Census Tract 38,6530,1024,3495,1155,60,449,40,26,281,0,0,0
140,06,073,,,003901,Census Tract 39.01,4241,3667,78,423,15,27,6,0,25,1052,981,71
140,06,073,,,003902,Census Tract 39.02,4927,4372,145,311,12,42,13,5,27,1327,1245,82
140,06,073,,,004000,Census Tract 40,5160,4452,143,450,10,51,8,5,41,1268,1186,82
140,06,073,,,004100,Census Tract 41,6546,3794,1900,450,29,194,13,21,145,2775,2581,194
140,06,073,,,004200,Census Tract 42,5673,1506,3549,193,14,213,9,13,176,2523,2425,98
140,06,073,,,004300,Census Tract 43,3665,776,2431,168,15,118,6,8,143,1878,1779,99
140,06,073,,,004400,Census Tract 44,3866,1134,2348,116,17,105,5,12,129,1883,1784,99
140,06,073,,,004501,Census Tract 45.01,2875,1455,1168,99,6,77,10,6,54,1444,1359,85
140,06,073,,,004600,Census Tract 46,1940,647,1028,111,9,74,6,6,59,1135,1046,89
140,06,073,,,004700,Census Tract 47,1858,1309,363,115,7,21,3,1,39,718,643,75
140,06,073,,,004800,Census Tract 48,4115,3640,204,169,5,40,4,21,32,1210,1101,109
140,06,073,,,004900,Census Tract 49,5028,4543,171,236,4,32,5,3,34,1418,1330,88
140,06,073,,,005000,Census Tract 50,2227,2010,121,41,4,30,1,4,16,648,583,65
140,06,073,,,005100,Census Tract 51,7140,2381,2996,1100,54,365,20,20,204,3494,3021,473
140,06,073,,,005200,Census Tract 52,4563,911,2392,591,43,376,19,17,214,3817,2740,1077
140,06,073,,,005300,Census Tract 53,6667,2209,3117,604,35,496,13,15,178,3004,2694,310
140,06,073,,,005400,Census Tract 54,7435,844,5347,386,21,628,14,25,170,6308,4904,1404
140,06,073,,,005500,Census Tract 55,198,34,102,28,3,21,0,0,10,13,13,0
140,06,073,,,005600,Census Tract 56,4463,681,2918,281,15,414,10,10,134,3200,2816,384
140,06,073,,,005700,Census Tract 57,1948,344,1148,246,18,119,9,3,61,938,886,52
140,06,073,,,005800,Census Tract 58,2725,472,1924,87,6,164,1,7,64,2306,1653,653
140,06,073,,,005900,Census Tract 59,2821,532,1947,105,10,126,8,8,85,2106,1883,223
140,06,073,,,006000,Census Tract 60,3536,451,2743,75,7,167,4,16,73,2225,2056,169
140,06,073,,,006100,Census Tract 61,2237,430,1568,49,9,106,4,7,64,1264,1172,92
140,06,073,,,006200,Census Tract 62,144,4,127,2,0,4,0,1,6,78,78,0
140,06,073,,,006300,Census Tract 63,3435,644,2400,141,45,87,16,8,94,7,7,0
140,06,073,,,006500,Census Tract 65,2569,479,1644,212,16,132,8,7,71,1485,1394,91
140,06,073,,,006600,Census Tract 66,1920,542,566,436,9,157,25,0,185,503,487,16
140,06,073,,,006801,Census Tract 68.01,2503,316,1802,168,17,98,8,24,70,1439,1335,104
140,06,073,,,006802,Census Tract 68.02,5032,1210,3018,281,12,242,22,55,192,2438,2243,195
140,06,073,,,006900,Census Tract 69,5148,523,4229,58,27,145,7,31,128,2262,2174,88
140,06,073,,,007002,Census Tract 70.02,2947,190,2600,13,11,52,17,10,54,1265,1207,58
140,06,073,,,007100,Census Tract 71,5029,299,4454,52,12,103,7,12,90,2521,2292,229
140,06,073,,,007200,Census Tract 72,5493,413,4760,54,12,118,6,8,122,1627,1563,64
140,06,073,,,007301,Census Tract 73.01,4948,445,4150,44,16,123,8,24,138,3033,2771,262
140,06,073,,,007302,Census Tract 73.02,2060,141,1832,7,0,46,1,4,29,898,859,39
140,06,073,,,007400,Census Tract 74,6590,820,5196,91,27,180,15,37,224,3230,3064,166
140,06,073,,,007501,Census Tract 75.01,4040,515,3210,68,19,72,8,14,134,2395,2239,156
140,06,073,,,007502,Census Tract 75.02,3227,347,2621,53,17,74,9,25,81,1859,1732,127
140,06,073,,,007600,Census Tract 76,5607,459,4785,49,18,134,14,11,137,4039,2887,1152
140,06,073,,,007701,Census Tract 77.01,3703,374,3047,32,17,121,3,22,87,2362,2051,311
140,06,073,,,007702,Census Tract 77.02,3849,398,3116,41,13,138,12,18,113,2268,2157,111
140,06,073,,,007800,Census Tract 78,5724,1481,3560,182,15,236,18,27,205,2671,2528,143
140,06,073,,,007903,Census Tract 79.03,4487,519,3625,45,6,168,7,10,107,2603,2442,161
140,06,073,,,007905,Census Tract 79.05,2584,216,2161,30,9,83,5,10,70,1679,1416,263
140,06,073,,,007907,Census Tract 79.07,3048,361,2432,41,9,87,5,17,96,1745,1620,125
140,06,073,,,007908,Census Tract 79.08,2819,537,2064,33,7,82,11,9,76,1542,1453,89
140,06,073,,,007910,Census Tract 79.10,2797,272,2284,39,4,105,2,21,70,1721,1564,157
140,06,073,,,008002,Census Tract 80.02,2522,169,2214,13,4,62,4,2,54,1107,1061,46
140,06,073,,,008003,Census Tract 80.03,3334,333,2746,22,7,93,10,13,110,1868,1712,156
140,06,073,,,008006,Census Tract 80.06,3805,343,3181,25,9,115,10,17,105,2175,1966,209
140,06,073,,,008101,Census Tract 81.01,4009,386,3322,28,6,155,6,16,90,2367,2029,338
140,06,073,,,008102,Census Tract 81.02,3395,226,2931,14,8,99,8,6,103,1563,1408,155
140,06,073,,,008200,Census Tract 82,3022,208,2602,18,1,129,1,12,51,2284,1685,599
140,06,073,,,008301,Census Tract 83.01,3094,235,2596,29,7,148,4,3,72,1313,1245,68
140,06,073,,,008303,Census Tract 83.03,3446,324,2817,17,2,198,1,3,84,1752,1506,246
140,06,073,,,008305,Census Tract 83.05,10482,1168,4350,270,9,4156,5,44,480,820,810,10
140,06,073,,,008306,Census Tract 83.06,2997,188,2396,21,7,266,2,16,101,1210,1175,35
140,06,073,,,008307,Census Tract 83.07,3794,286,2888,31,7,445,16,8,113,1624,1569,55
140,06,073,,,008310,Census Tract 83.10,5392,500,4257,35,3,409,7,17,164,2483,2248,235
140,06,073,,,008311,Census Tract 83.11,2884,248,2381,6,3,141,3,7,95,1188,1111,77
140,06,073,,,008312,Census Tract 83.12,3629,264,2968,21,4,270,2,10,90,2089,1624,465
140,06,073,,,008313,Census Tract 83.13,2225,193,1742,8,4,192,0,18,68,914,861,53
140,06,073,,,008324,Census Tract 83.24,6600,360,5446,46,6,520,4,29,189,3079,2860,219
140,06,073,,,008327,Census Tract 83.27,5775,392,4012,30,6,1137,4,9,185,2496,2385,111
140,06,073,,,008328,Census Tract 83.28,5162,398,3321,46,4,1183,4,11,195,1697,1628,69
140,06,073,,,008329,Census Tract 83.29,6347,529,3987,86,15,1485,9,12,224,3346,3098,248
140,06,073,,,008330,Census Tract 83.30,5668,368,3512,26,4,1574,4,18,162,2078,2021,57
140,06,073,,,008331,Census Tract 83.31,2466,145,1891,10,0,332,1,5,82,897,880,17
140,06,073,,,008333,Census Tract 83.33,13748,993,7846,122,16,4181,10,46,534,4752,4583,169
140,06,073,,,008335,Census Tract 83.35,10541,906,5200,214,10,3652,24,34,501,3257,3178,79
140,06,073,,,008336,Census Tract 83.36,2332,184,1524,27,6,495,2,1,93,742,735,7
140,06,073,,,008337,Census Tract 83.37,4316,401,2464,101,12,1097,12,6,223,1320,1302,18
140,06,073,,,008339,Census Tract 83.39,1853,226,839,24,1,685,3,5,70,878,840,38
140,06,073,,,008340,Census Tract 83.40,8988,944,4261,165,12,3255,9,18,324,4636,4269,367
140,06,073,,,008341,Census Tract 83.41,7614,536,3403,112,1,3258,22,34,248,3950,3635,315
140,06,073,,,008343,Census Tract 83.43,4587,530,1943,88,9,1836,5,11,165,2056,1948,108
140,06,073,,,008344,Census Tract 83.44,3462,315,2506,57,3,460,4,5,112,1281,1247,34
140,06,073,,,008345,Census Tract 83.45,3254,335,2396,53,3,374,7,5,81,1658,1567,91
140,06,073,,,008346,Census Tract 83.46,4615,364,2060,69,4,1928,2,11,177,1616,1564,52
140,06,073,,,008347,Census Tract 83.47,6358,766,2304,174,8,2746,43,26,291,2023,1981,42
140,06,073,,,008348,Census Tract 83.48,5259,654,1554,126,15,2576,35,23,276,1810,1767,43
140,06,073,,,008349,Census Tract 83.49,3514,561,1046,155,8,1550,21,7,166,1083,1063,20
140,06,073,,,008350,Census Tract 83.50,6493,662,1603,239,12,3665,32,17,263,2233,2140,93
140,06,073,,,008351,Census Tract 83.51,4261,591,1217,188,12,2029,22,5,197,1366,1315,51
140,06,073,,,008352,Census Tract 83.52,3517,586,1015,138,5,1520,48,16,189,1122,1085,37
140,06,073,,,008353,Census Tract 83.53,5048,593,1961,192,16,1946,25,4,311,1574,1547,27
140,06,073,,,008354,Census Tract 83.54,5972,604,2024,228,7,2791,24,28,266,2093,2022,71
140,06,073,,,008355,Census Tract 83.55,3365,339,891,155,7,1777,14,9,173,968,939,29
140,06,073,,,008356,Census Tract 83.56,3629,357,1314,130,13,1631,25,5,154,1362,1319,43
140,06,073,,,008357,Census Tract 83.57,4345,523,948,148,10,2481,24,1,210,1500,1444,56
140,06,073,,,008358,Census Tract 83.58,6554,1030,2022,261,6,2880,63,15,277,2216,2126,90
140,06,073,,,008359,Census Tract 83.59,3975,780,1239,234,16,1473,41,18,174,1812,1730,82
140,06,073,,,008360,Census Tract 83.60,5857,1169,1754,369,9,2185,44,26,301,2192,2078,114
140,06,073,,,008361,Census Tract 83.61,2642,242,1581,43,0,658,1,11,106,1561,1418,143
140,06,073,,,008362,Census Tract 83.62,3141,336,2036,41,3,617,1,11,96,1722,1579,143
140,06,073,,,008363,Census Tract 83.63,4921,452,1610,52,6,2620,1,22,158,2307,2156,151
140,06,073,,,008364,Census Tract 83.64,4992,575,2717,71,8,1399,7,22,193,2853,2615,238
140,06,073,,,008365,Census Tract 83.65,2979,177,1555,46,4,1104,7,2,84,909,903,6
140,06,073,,,008366,Census Tract 83.66,5881,431,2859,83,6,2266,12,4,220,1793,1779,14
140,06,073,,,008501,Census Tract 85.01,5271,881,3842,62,25,266,11,11,173,2176,2104,72
140,06,073,,,008502,Census Tract 85.02,6241,1454,3899,86,21,544,11,15,211,2404,2313,91
140,06,073,,,008503,Census Tract 85.03,6599,1421,4465,93,24,354,22,22,198,2963,2829,134
140,06,073,,,008504,Census Tract 85.04,6021,1399,3886,76,15,394,28,21,202,2393,2312,81
140,06,073,,,008505,Census Tract 85.05,5605,1302,3191,105,21,773,27,9,177,2174,2094,80
140,06,073,,,008506,Census Tract 85.06,4042,981,2198,73,8,578,23,8,173,1574,1510,64
140,06,073,,,008507,Census Tract 85.07,7627,2048,3817,294,18,1094,52,13,291,2977,2861,116
140,06,073,,,008509,Census Tract 85.09,6647,1271,3668,500,32,822,18,28,308,2770,2660,110
140,06,073,,,008510,Census Tract 85.10,6626,1489,3225,355,29,1195,38,16,279,2889,2759,130
140,06,073,,,008511,Census Tract 85.11,2633,430,1351,118,11,585,28,7,103,1361,1218,143
140,06,073,,,008512,Census Tract 85.12,4193,538,3129,67,23,285,11,11,129,1670,1630,40
140,06,073,,,008513,Census Tract 85.13,2691,307,2028,41,10,211,5,4,85,1127,1107,20
140,06,073,,,008600,Census Tract 86,6864,3525,1349,338,21,1382,38,29,182,2040,1965,75
140,06,073,,,008701,Census Tract 87.01,3361,646,1529,348,20,576,22,7,213,1276,1211,65
140,06,073,,,008702,Census Tract 87.02,5206,1204,2550,467,38,649,33,11,254,1806,1731,75
140,06,073,,,008800,Census Tract 88,6188,1803,1080,451,8,2621,43,13,169,2012,1902,110
140,06,073,,,008901,Census Tract 89.01,4805,1261,2513,195,21,611,19,19,166,2547,2365,182
140,06,073,,,008902,Census Tract 89.02,2221,342,1516,104,3,172,13,5,66,1492,1274,218
140,06,073,,,009000,Census Tract 90,3861,1638,1370,192,7,501,31,5,117,1327,1259,68
140,06,073,,,009101,Census Tract 91.01,5318,779,3972,70,15,265,9,24,184,2387,2287,100
140,06,073,,,009102,Census Tract 91.02,3537,860,2083,117,12,307,5,8,145,1849,1797,52
140,06,073,,,009103,Census Tract 91.03,3679,429,2891,51,4,165,14,15,110,1692,1616,76
140,06,073,,,009104,Census Tract 91.04,2775,334,2256,15,4,80,3,4,79,1177,1149,28
140,06,073,,,009106,Census Tract 91.06,3882,671,2737,67,14,226,12,13,142,974,920,54
140,06,073,,,009107,Census Tract 91.07,3688,737,2354,117,13,276,12,14,165,1967,1820,147
140,06,073,,,009201,Census Tract 92.01,5014,1156,2001,767,36,700,45,14,295,1736,1550,186
140,06,073,,,009202,Census Tract 92.02,4428,692,2801,191,17,528,19,8,172,1958,1850,108
140,06,073,,,009301,Census Tract 93.01,4164,833,2127,304,13,608,36,13,230,1770,1693,77
140,06,073,,,009304,Census Tract 93.04,7944,1374,4691,436,31,1000,50,34,328,4835,4314,521
140,06,073,,,009305,Census Tract 93.05,4488,763,2665,224,19,579,30,12,196,2197,2004,193
140,06,073,,,009306,Census Tract 93.06,5589,918,3159,392,36,738,32,22,292,2497,2325,172
140,06,073,,,009400,Census Tract 94,5028,1028,2984,473,53,216,34,18,222,533,477,56
140,06,073,,,009502,Census Tract 95.02,3659,474,2298,165,12,516,9,4,181,1542,1496,46
140,06,073,,,009504,Census Tract 95.04,5914,438,3811,156,9,1259,13,10,218,1846,1807,39
140,06,073,,,009505,Census Tract 95.05,6442,616,4321,161,21,1013,19,13,278,2759,2677,82
140,06,073,,,009506,Census Tract 95.06,4258,533,2854,187,11,407,22,14,230,1660,1625,35
140,06,073,,,009507,Census Tract 95.07,3369,440,2227,136,10,360,15,13,168,1478,1429,49
140,06,073,,,009509,Census Tract 95.09,4136,595,2631,256,12,426,24,18,174,2174,2010,164
140,06,073,,,009510,Census Tract 95.10,5087,1181,2738,474,28,201,47,6,412,1277,1256,21
140,06,073,,,009511,Census Tract 95.11,4427,1147,2129,545,34,186,25,7,354,1034,1011,23
140,06,073,,,009602,Census Tract 96.02,3775,539,2715,92,14,266,21,4,124,1749,1682,67
